ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0032025	response to cobalt ion	1/7	10/18866	0.00370507183597324	0.109124049187973	0.0827721116131683	ATF1	1
GO:0051541	elastin metabolic process	1/7	10/18866	0.00370507183597324	0.109124049187973	0.0827721116131683	CELA1	1
GO:0061469	regulation of type B pancreatic cell proliferation	1/7	13/18866	0.00481429628770469	0.109124049187973	0.0827721116131683	NR4A1	1
GO:0044342	type B pancreatic cell proliferation	1/7	22/18866	0.00813562080628261	0.133901450207143	0.101566115482198	NR4A1	1
GO:0006516	glycoprotein catabolic process	1/7	27/18866	0.00997669228961817	0.133901450207143	0.101566115482198	CELA1	1
GO:0035767	endothelial cell chemotaxis	1/7	32/18866	0.0118148338418067	0.133901450207143	0.101566115482198	NR4A1	1
GO:0045740	positive regulation of DNA replication	1/7	40/18866	0.0147497757681166	0.139802634731819	0.10604224615881	ATF1	1
GO:0035272	exocrine system development	1/7	51/18866	0.0187731192469959	0.139802634731819	0.10604224615881	CELA1	1
GO:0046513	ceramide biosynthetic process	1/7	67/18866	0.0246001125962204	0.139802634731819	0.10604224615881	CERS5	1
GO:0035924	cellular response to vascular endothelial growth factor stimulus	1/7	75/18866	0.0275024693854937	0.139802634731819	0.10604224615881	NR4A1	1
GO:0031016	pancreas development	1/7	79/18866	0.0289508697169409	0.139802634731819	0.10604224615881	CELA1	1
GO:0009791	post-embryonic development	1/7	86/18866	0.0314811213264157	0.139802634731819	0.10604224615881	CELA1	1
GO:0006672	ceramide metabolic process	1/7	100/18866	0.0365246752092901	0.139802634731819	0.10604224615881	CERS5	1
GO:0002042	cell migration involved in sprouting angiogenesis	1/7	103/18866	0.0376025028239417	0.139802634731819	0.10604224615881	NR4A1	1
GO:0010923	negative regulation of phosphatase activity	1/7	104/18866	0.0379615489509061	0.139802634731819	0.10604224615881	CSRNP2	1
GO:0030148	sphingolipid biosynthetic process	1/7	107/18866	0.039037998526547	0.139802634731819	0.10604224615881	CERS5	1
