ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0051457	maintenance of protein location in nucleus	2/30	23/18866	0.000605733380655422	0.223183822613853	0.184821939187193	BBS4/PML	2
GO:0032094	response to food	2/30	38/18866	0.00165837274149169	0.223183822613853	0.184821939187193	BBS4/CYP1A1	2
GO:0072595	maintenance of protein localization in organelle	2/30	42/18866	0.00202309183939175	0.223183822613853	0.184821939187193	BBS4/PML	2
GO:0060324	face development	2/30	48/18866	0.00263482081737731	0.223183822613853	0.184821939187193	BBS4/STRA6	2
GO:0032507	maintenance of protein location in cell	2/30	64/18866	0.00463537081937024	0.223183822613853	0.184821939187193	BBS4/PML	2
GO:0090398	cellular senescence	2/30	79/18866	0.00698030346503608	0.223183822613853	0.184821939187193	PML/ULK3	2
GO:0019318	hexose metabolic process	3/30	254/18866	0.00748665641227431	0.223183822613853	0.184821939187193	ADPGK/MPI/MAN2C1	3
GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	2/30	87/18866	0.00840919426192882	0.223183822613853	0.184821939187193	EDC3/RPP25	2
GO:0045185	maintenance of protein location	2/30	93/18866	0.00955976238073485	0.223183822613853	0.184821939187193	BBS4/PML	2
GO:0005996	monosaccharide metabolic process	3/30	296/18866	0.01134955683837	0.223183822613853	0.184821939187193	ADPGK/MPI/MAN2C1	3
GO:0060840	artery development	2/30	102/18866	0.0114093233088075	0.223183822613853	0.184821939187193	LOXL1/STRA6	2
GO:1903076	regulation of protein localization to plasma membrane	2/30	102/18866	0.0114093233088075	0.223183822613853	0.184821939187193	CSK/PTPN9	2
GO:0006892	post-Golgi vesicle-mediated transport	2/30	104/18866	0.0118401291419017	0.223183822613853	0.184821939187193	CSK/SCAMP2	2
GO:0050890	cognition	3/30	302/18866	0.0119795762163081	0.223183822613853	0.184821939187193	BBS4/NPTN/STRA6	3
GO:0070372	regulation of ERK1 and ERK2 cascade	3/30	306/18866	0.0124106513983809	0.223183822613853	0.184821939187193	NPTN/SEMA7A/CSK	3
GO:0001523	retinoid metabolic process	2/30	108/18866	0.0127229826132791	0.223183822613853	0.184821939187193	STRA6/CYP1A1	2
GO:0007568	aging	3/30	319/18866	0.0138731764512399	0.223183822613853	0.184821939187193	PML/CYP1A1/ULK3	3
GO:0016101	diterpenoid metabolic process	2/30	114/18866	0.014099675876868	0.223183822613853	0.184821939187193	STRA6/CYP1A1	2
GO:0070371	ERK1 and ERK2 cascade	3/30	325/18866	0.0145801209599859	0.223183822613853	0.184821939187193	NPTN/SEMA7A/CSK	3
GO:0007569	cell aging	2/30	118/18866	0.015051880390497	0.223183822613853	0.184821939187193	PML/ULK3	2
GO:0043010	camera-type eye development	3/30	332/18866	0.0154305366268985	0.223183822613853	0.184821939187193	BBS4/STRA6/CYP1A1	3
GO:0006285	base-excision repair, AP site formation	1/30	10/18866	0.0157920556578653	0.223183822613853	0.184821939187193	NEIL1	1
GO:0015937	coenzyme A biosynthetic process	1/30	10/18866	0.0157920556578653	0.223183822613853	0.184821939187193	PPCDC	1
GO:0034454	microtubule anchoring at centrosome	1/30	10/18866	0.0157920556578653	0.223183822613853	0.184821939187193	BBS4	1
GO:0046548	retinal rod cell development	1/30	10/18866	0.0157920556578653	0.223183822613853	0.184821939187193	BBS4	1
GO:0097250	mitochondrial respirasome assembly	1/30	10/18866	0.0157920556578653	0.223183822613853	0.184821939187193	HIGD2B	1
GO:0098598	learned vocalization behavior or vocal learning	1/30	10/18866	0.0157920556578653	0.223183822613853	0.184821939187193	STRA6	1
GO:0120252	hydrocarbon metabolic process	1/30	10/18866	0.0157920556578653	0.223183822613853	0.184821939187193	CYP1A1	1
GO:1904375	regulation of protein localization to cell periphery	2/30	123/18866	0.0162802104362014	0.223183822613853	0.184821939187193	CSK/PTPN9	2
GO:0006721	terpenoid metabolic process	2/30	124/18866	0.0165308970263526	0.223183822613853	0.184821939187193	STRA6/CYP1A1	2
GO:0048593	camera-type eye morphogenesis	2/30	125/18866	0.0167832441555617	0.223183822613853	0.184821939187193	BBS4/STRA6	2
GO:0017085	response to insecticide	1/30	11/18866	0.0173579359256983	0.223183822613853	0.184821939187193	CYP1A1	1
GO:0033210	leptin-mediated signaling pathway	1/30	11/18866	0.0173579359256983	0.223183822613853	0.184821939187193	BBS4	1
GO:0048742	regulation of skeletal muscle fiber development	1/30	11/18866	0.0173579359256983	0.223183822613853	0.184821939187193	FBXO22	1
GO:0060368	regulation of Fc receptor mediated stimulatory signaling pathway	1/30	11/18866	0.0173579359256983	0.223183822613853	0.184821939187193	CSK	1
GO:0003356	regulation of cilium beat frequency	1/30	12/18866	0.0189214077858009	0.223183822613853	0.184821939187193	BBS4	1
GO:0030208	dermatan sulfate biosynthetic process	1/30	12/18866	0.0189214077858009	0.223183822613853	0.184821939187193	CSPG4	1
GO:0035845	photoreceptor cell outer segment organization	1/30	12/18866	0.0189214077858009	0.223183822613853	0.184821939187193	BBS4	1
GO:0042178	xenobiotic catabolic process	1/30	12/18866	0.0189214077858009	0.223183822613853	0.184821939187193	CYP1A1	1
GO:0060900	embryonic camera-type eye formation	1/30	12/18866	0.0189214077858009	0.223183822613853	0.184821939187193	STRA6	1
GO:0072393	microtubule anchoring at microtubule organizing center	1/30	12/18866	0.0189214077858009	0.223183822613853	0.184821939187193	BBS4	1
GO:0072537	fibroblast activation	1/30	12/18866	0.0189214077858009	0.223183822613853	0.184821939187193	ULK3	1
GO:1902855	regulation of non-motile cilium assembly	1/30	12/18866	0.0189214077858009	0.223183822613853	0.184821939187193	BBS4	1
GO:0048565	digestive tract development	2/30	135/18866	0.019396832105902	0.223183822613853	0.184821939187193	STRA6/CYP1A1	2
GO:0001682	tRNA 5'-leader removal	1/30	13/18866	0.0204824748148893	0.223183822613853	0.184821939187193	RPP25	1
GO:0009223	pyrimidine deoxyribonucleotide catabolic process	1/30	13/18866	0.0204824748148893	0.223183822613853	0.184821939187193	NEIL1	1
GO:0009313	oligosaccharide catabolic process	1/30	13/18866	0.0204824748148893	0.223183822613853	0.184821939187193	MAN2C1	1
GO:0030205	dermatan sulfate metabolic process	1/30	13/18866	0.0204824748148893	0.223183822613853	0.184821939187193	CSPG4	1
GO:0031223	auditory behavior	1/30	13/18866	0.0204824748148893	0.223183822613853	0.184821939187193	STRA6	1
GO:0032096	negative regulation of response to food	1/30	13/18866	0.0204824748148893	0.223183822613853	0.184821939187193	BBS4	1
GO:0032099	negative regulation of appetite	1/30	13/18866	0.0204824748148893	0.223183822613853	0.184821939187193	BBS4	1
GO:0060221	retinal rod cell differentiation	1/30	13/18866	0.0204824748148893	0.223183822613853	0.184821939187193	BBS4	1
GO:0061029	eyelid development in camera-type eye	1/30	13/18866	0.0204824748148893	0.223183822613853	0.184821939187193	STRA6	1
GO:0097499	protein localization to non-motile cilium	1/30	13/18866	0.0204824748148893	0.223183822613853	0.184821939187193	BBS4	1
GO:0006720	isoprenoid metabolic process	2/30	144/18866	0.0218860456820506	0.223183822613853	0.184821939187193	STRA6/CYP1A1	2
GO:0006244	pyrimidine nucleotide catabolic process	1/30	14/18866	0.0220411405845573	0.223183822613853	0.184821939187193	NEIL1	1
GO:0010935	regulation of macrophage cytokine production	1/30	14/18866	0.0220411405845573	0.223183822613853	0.184821939187193	SEMA7A	1
GO:0010989	negative regulation of low-density lipoprotein particle clearance	1/30	14/18866	0.0220411405845573	0.223183822613853	0.184821939187193	CSK	1
GO:0030207	chondroitin sulfate catabolic process	1/30	14/18866	0.0220411405845573	0.223183822613853	0.184821939187193	CSPG4	1
GO:0099550	trans-synaptic signaling, modulating synaptic transmission	1/30	14/18866	0.0220411405845573	0.223183822613853	0.184821939187193	NPTN	1
